link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
434,400,587,1,1624.66,1.01,1,500,110.7719707,70.0,0,1,,0.15,4,1,1214.267228,13.11981322,0.88,"LINESTRING (-88.03037496219089 42.08637085364637, -88.02204111243616 42.099874192985695)"
435,400,609,1,4034.87,2.51,1,500,36.02565367,20.0,0,1,,0.15,4,1,0.0,13.11981322,6.72,"LINESTRING (-88.03037496219089 42.08637085364637, -87.99346791327704 42.06206484283559)"
436,401,400,1,5559.95,3.46,1,5000,81.56402597,50.0,0,2,,0.15,4,1,4084.494555,13.11981322,4.09,"LINESTRING (-88.00656396289163 42.13408265264531, -88.03037496219089 42.08637085364637)"
437,401,402,1,2414.14,1.5,1,5000,85.70924023,55.0,0,2,,0.15,4,1,0.0,13.11981322,1.69,"LINESTRING (-88.00656396289163 42.13408265264531, -88.01966001250622 42.153887550342986)"
438,401,585,1,1609.76,1.0,1,6000,56.81492576,35.0,0,1,,0.15,4,1,4301.166448,13.11981322,1.7,"LINESTRING (-88.00656396289163 42.13408265264531, -88.02204111243616 42.14308487887153)"
439,401,590,1,3572.67,2.22,1,6000,118.4311117,75.0,0,1,,0.15,4,1,6671.175679,13.11981322,1.81,"LINESTRING (-88.00656396289163 42.13408265264531, -87.96489471411795 42.14308487887153)"
440,402,401,1,2414.14,1.5,1,5000,85.70924023,55.0,0,2,,0.15,4,1,0.0,13.11981322,1.69,"LINESTRING (-88.01966001250622 42.153887550342986, -88.00656396289163 42.13408265264531)"
441,403,398,1,4514.85,2.81,1,8000,88.52654901,55.0,0,2,,0.15,4,1,5837.969959,13.11981322,3.06,"LINESTRING (-88.02799386226097 42.016153489081894, -88.02799386226097 42.05756372972248)"
442,403,404,1,4834.27,3.0,1,6500,88.9743438,55.0,0,2,,0.15,4,1,7540.550834,13.11981322,3.26,"LINESTRING (-88.02799386226097 42.016153489081894, -88.02204111243616 41.97204258057344)"
443,403,606,1,1935.8,1.2,1,1500,40.89726739,25.0,0,1,,0.15,4,1,1630.6,13.11981322,2.84,"LINESTRING (-88.02799386226097 42.016153489081894, -88.04823321166533 42.02515571530811)"
444,403,611,1,3103.74,1.93,1,1500,89.96362057,55.0,0,1,,0.15,4,1,2025.340891,13.11981322,2.07,"LINESTRING (-88.02799386226097 42.016153489081894, -87.99227736331208 42.02515571530811)"
445,404,403,1,4834.27,3.0,1,6500,88.9743438,55.0,0,2,,0.15,4,1,6323.059943,13.11981322,3.26,"LINESTRING (-88.02204111243616 41.97204258057344, -88.02799386226097 42.016153489081894)"
446,404,405,1,1475.5,0.92,1,5000,84.31435829,50.0,0,2,,0.15,4,1,8560.333665,13.11981322,1.05,"LINESTRING (-88.02204111243616 41.97204258057344, -88.0208505624712 41.958539241234114)"
447,404,675,1,2482.99,1.54,1,5500,47.44572058,30.0,0,1,,0.15,4,1,1894.153096,13.11981322,3.14,"LINESTRING (-88.02204111243616 41.97204258057344, -88.05061431159527 41.97924436155441)"
448,404,680,1,2591.21,1.61,1,5500,122.4195614,75.0,0,1,,0.15,4,1,7099.628496,13.11981322,1.27,"LINESTRING (-88.02204111243616 41.97204258057344, -87.99346791327704 41.98194502942227)"
449,405,404,1,1475.5,0.92,1,5000,84.31435829,50.0,0,2,,0.15,4,1,7785.425986,13.11981322,1.05,"LINESTRING (-88.0208505624712 41.958539241234114, -88.02204111243616 41.97204258057344)"
450,405,406,1,3518.34,2.19,1,5000,83.438797,50.0,0,2,,0.15,4,1,2293.016904,13.11981322,2.53,"LINESTRING (-88.0208505624712 41.958539241234114, -88.03751826198067 41.928831894687605)"
451,405,488,1,1533.14,0.95,1,5000,91.07736535,55.0,0,2,,0.15,4,1,6267.316761,13.11981322,1.01,"LINESTRING (-88.0208505624712 41.958539241234114, -88.00656396289163 41.9495370150079)"
452,406,405,1,3518.34,2.19,1,5000,83.438797,50.0,0,2,,0.15,4,1,3832.626043,13.11981322,2.53,"LINESTRING (-88.03751826198067 41.928831894687605, -88.0208505624712 41.958539241234114)"
453,406,407,1,4908.43,3.05,1,5000,88.97458895,55.0,0,2,,0.15,4,1,3567.556543,13.11981322,3.31,"LINESTRING (-88.03751826198067 41.928831894687605, -88.03870881194564 41.88382076355653)"
454,406,677,1,1320.46,0.82,1,3000,39.6137409,25.0,0,1,,0.15,4,1,2522.536904,13.11981322,2.0,"LINESTRING (-88.03751826198067 41.928831894687605, -88.04823321166533 41.93783412091382)"
455,406,682,1,3546.98,2.2,1,3000,86.8647218,55.0,0,1,,0.15,4,1,3671.71417,13.11981322,2.45,"LINESTRING (-88.03751826198067 41.928831894687605, -87.99584901320698 41.936933898291194)"
456,407,406,1,4908.43,3.05,1,5000,88.97458895,55.0,0,2,,0.15,4,1,4761.688707,13.11981322,3.31,"LINESTRING (-88.03870881194564 41.88382076355653, -88.03751826198067 41.928831894687605)"
457,407,408,1,4736.64,2.94,1,5000,87.44563495,55.0,0,2,,0.15,4,1,5004.366777,13.11981322,3.25,"LINESTRING (-88.03870881194564 41.88382076355653, -88.03275606212082 41.84061007767069)"
458,407,687,1,1320.46,0.82,1,6500,46.33186071,30.0,0,1,,0.15,4,1,3989.217297,13.11981322,1.71,"LINESTRING (-88.03870881194564 41.88382076355653, -88.0494237616303 41.89282298978274)"
459,407,692,1,3951.64,2.46,1,6500,95.99124632,60.0,0,1,,0.15,4,1,6988.4368,13.11981322,2.47,"LINESTRING (-88.03870881194564 41.88382076355653, -87.99227736331208 41.89282298978274)"
460,408,407,1,4736.64,2.94,1,5000,87.44563495,55.0,0,2,,0.15,4,1,5713.002563,13.11981322,3.25,"LINESTRING (-88.03275606212082 41.84061007767069, -88.03870881194564 41.88382076355653)"
461,408,409,1,3080.38,1.91,1,5000,85.1718589,55.0,0,2,,0.15,4,1,2927.306197,13.11981322,2.17,"LINESTRING (-88.03275606212082 41.84061007767069, -88.04704266170037 41.81450362161467)"
462,408,689,1,1688.61,1.05,1,2000,46.26337863,30.0,0,1,,0.15,4,1,1366.53,13.11981322,2.19,"LINESTRING (-88.03275606212082 41.84061007767069, -88.0494237616303 41.849612303896905)"
463,408,694,1,3384.35,2.1,1,2000,96.237569,60.0,0,1,,0.15,4,1,3302.61058,13.11981322,2.11,"LINESTRING (-88.03275606212082 41.84061007767069, -87.99346791327704 41.849612303896905)"
464,409,408,1,3080.38,1.91,1,5000,85.1718589,55.0,0,2,,0.15,4,1,3693.446774,13.11981322,2.17,"LINESTRING (-88.04704266170037 41.81450362161467, -88.03275606212082 41.84061007767069)"
465,409,410,1,5760.77,3.58,1,5000,87.95064214,55.0,0,2,,0.15,4,1,3676.961914,13.11981322,3.93,"LINESTRING (-88.04704266170037 41.81450362161467, -88.11609455966821 41.80640161801107)"
466,409,538,1,2265.94,1.41,1,5000,92.4872902,55.0,0,2,,0.15,4,1,4306.955437,13.11981322,1.47,"LINESTRING (-88.04704266170037 41.81450362161467, -88.05537651145511 41.794698723916994)"
467,409,539,1,4110.56,2.55,1,5000,86.23553644,55.0,0,2,,0.15,4,1,7052.931058,13.11981322,2.86,"LINESTRING (-88.04704266170037 41.81450362161467, -88.00537341292667 41.83520874193496)"
468,410,409,1,5760.77,3.58,1,5000,87.95064214,55.0,0,2,,0.15,4,1,5576.763219,13.11981322,3.93,"LINESTRING (-88.11609455966821 41.80640161801107, -88.04704266170037 41.81450362161467)"
469,410,411,1,4813.31,2.99,1,3500,106.1758988,65.0,0,2,,0.15,4,1,3660.714714,13.11981322,2.72,"LINESTRING (-88.11609455966821 41.80640161801107, -88.1744315079514 41.80460117276583)"
470,410,690,1,4524.44,2.81,1,2000,93.60917876,60.0,0,1,,0.15,4,1,1606.942783,13.11981322,2.9,"LINESTRING (-88.11609455966821 41.80640161801107, -88.10418906001858 41.84691163602904)"
471,410,700,1,1024.71,0.64,1,2000,56.40593064,35.0,0,1,,0.15,4,1,3226.926419,13.11981322,1.09,"LINESTRING (-88.11609455966821 41.80640161801107, -88.10418906001858 41.80370095014321)"
472,411,410,1,4813.31,2.99,1,3500,106.1758988,65.0,0,2,,0.15,4,1,4918.768877,13.11981322,2.72,"LINESTRING (-88.1744315079514 41.80460117276583, -88.11609455966821 41.80640161801107)"
473,411,412,1,4727.48,2.94,1,3500,103.900733,65.0,0,2,,0.15,4,1,3347.522003,13.11981322,2.73,"LINESTRING (-88.1744315079514 41.80460117276583, -88.2315779062696 41.801000282275346)"
474,411,685,1,4696.82,2.92,1,6000,92.70031204,60.0,0,1,,0.15,4,1,3842.08,13.11981322,3.04,"LINESTRING (-88.1744315079514 41.80460117276583, -88.16371655826673 41.84691163602904)"
475,411,695,1,1024.71,0.64,1,6000,59.11775424,35.0,0,1,,0.15,4,1,3636.632915,13.11981322,1.04,"LINESTRING (-88.1744315079514 41.80460117276583, -88.16252600830177 41.801900504897965)"
476,412,411,1,4727.48,2.94,1,3500,103.900733,65.0,0,2,,0.15,4,1,4502.558049,13.11981322,2.73,"LINESTRING (-88.2315779062696 41.801000282275346, -88.1744315079514 41.80460117276583)"
477,412,413,1,4622.38,2.87,1,3500,106.261689,65.0,0,2,,0.15,4,1,3347.522003,13.11981322,2.61,"LINESTRING (-88.2315779062696 41.801000282275346, -88.28753375462286 41.798299614407476)"
478,413,412,1,4622.38,2.87,1,3500,106.261689,65.0,0,2,,0.15,4,1,4502.558049,13.11981322,2.61,"LINESTRING (-88.28753375462286 41.798299614407476, -88.2315779062696 41.801000282275346)"
479,413,414,1,4519.12,2.81,1,3500,103.4912485,65.0,0,2,,0.15,4,1,2913.12,13.11981322,2.62,"LINESTRING (-88.28753375462286 41.798299614407476, -88.34229905301115 41.79649916916223)"
480,413,730,1,5100.92,3.17,1,4000,91.35969242,55.0,0,1,,0.15,4,1,2663.96,13.11981322,3.35,"LINESTRING (-88.28753375462286 41.798299614407476, -88.27562825497323 41.84421096816118)"
481,413,734,1,1000.93,0.62,1,4000,92.39323569,55.0,0,1,,0.15,4,1,2971.732003,13.11981322,0.65,"LINESTRING (-88.28753375462286 41.798299614407476, -88.27562825497323 41.80010005965272)"
482,414,413,1,4519.12,2.81,1,3500,103.4912485,65.0,0,2,,0.15,4,1,4179.028965,13.11981322,2.62,"LINESTRING (-88.34229905301115 41.79649916916223, -88.28753375462286 41.798299614407476)"
483,414,415,1,7037.36,4.37,1,3500,102.985811,65.0,0,2,,0.15,4,1,545.58,13.11981322,4.1,"LINESTRING (-88.34229905301115 41.79649916916223, -88.42682810052351 41.805501395388454)"
484,414,731,1,5149.78,3.2,1,3500,93.91698765,60.0,0,1,,0.15,4,1,1275.29,13.11981322,3.29,"LINESTRING (-88.34229905301115 41.79649916916223, -88.33396520325641 41.84331074553856)"
485,414,735,1,1024.71,0.64,1,3500,113.8564156,70.0,0,1,,0.15,4,1,2842.16,13.11981322,0.54,"LINESTRING (-88.34229905301115 41.79649916916223, -88.33039355336152 41.7991998370301)"
486,415,414,1,7037.36,4.37,1,3500,102.985811,65.0,0,2,,0.15,4,1,1156.13,13.11981322,4.1,"LINESTRING (-88.42682810052351 41.805501395388454, -88.34229905301115 41.79649916916223)"
487,415,416,1,9903.33,6.15,1,3500,104.7971496,65.0,0,2,,0.15,4,1,744.35,13.11981322,5.67,"LINESTRING (-88.42682810052351 41.805501395388454, -88.53993034719497 41.83610896455758)"
488,415,727,1,6829.64,4.24,1,3500,85.37052313,55.0,0,1,,0.15,4,1,435.23,13.11981322,4.8,"LINESTRING (-88.42682810052351 41.805501395388454, -88.41611315083884 41.867616756349335)"
489,415,733,1,2825.93,1.76,1,3500,56.33092963,35.0,0,1,,0.15,4,1,804.5,13.11981322,3.01,"LINESTRING (-88.42682810052351 41.805501395388454, -88.41492260087388 41.78119538457767)"
490,416,415,1,9903.33,6.15,1,3500,104.7971496,65.0,0,2,,0.15,4,1,1591.59,13.11981322,5.67,"LINESTRING (-88.53993034719497 41.83610896455758, -88.42682810052351 41.805501395388454)"
491,416,417,1,9000.86,5.59,1,3500,104.8643724,65.0,0,2,,0.15,4,1,681.28,13.11981322,5.15,"LINESTRING (-88.53993034719497 41.83610896455758, -88.64350819414673 41.86221542061361)"
492,416,726,1,3290.55,2.05,1,2000,128.2032394,80.0,0,1,,0.15,4,1,186.14,13.11981322,1.54,"LINESTRING (-88.53993034719497 41.83610896455758, -88.52802484754534 41.86491608848147)"
493,416,732,1,6357.75,3.95,1,2000,72.2472083,45.0,0,1,,0.15,4,1,60.47,13.11981322,5.28,"LINESTRING (-88.53993034719497 41.83610896455758, -88.52802484754534 41.7784947167098)"
494,417,416,1,9000.86,5.59,1,3500,104.8643724,65.0,0,2,,0.15,4,1,1442.75,13.11981322,5.15,"LINESTRING (-88.64350819414673 41.86221542061361, -88.53993034719497 41.83610896455758)"
495,417,732,1,13189.26,8.2,1,3500,80.42233305,50.0,0,1,,0.15,4,1,240.35,13.11981322,9.84,"LINESTRING (-88.64350819414673 41.86221542061361, -88.52802484754534 41.7784947167098)"
496,417,913,1,5031.52,3.13,1,3500,87.50469548,55.0,0,1,,0.15,4,1,575.77,13.11981322,3.45,"LINESTRING (-88.64350819414673 41.86221542061361, -88.66493809351606 41.90542610649944)"
497,417,926,1,10490.94,6.52,1,3500,100.0725352,60.0,0,2,,0.15,4,1,371.0,13.11981322,6.29,"LINESTRING (-88.64350819414673 41.86221542061361, -88.75780099078317 41.90452588387682)"
498,418,419,1,8860.09,5.51,1,5000,100.8738583,65.0,0,2,,0.15,4,1,3647.465662,13.11981322,5.27,"LINESTRING (-87.95775141432816 42.54458416856073, -87.9660852640829 42.463564132524795)"
499,418,921,1,3761.81,2.34,1,2000,58.47372777,35.0,0,1,,0.15,4,1,805.94,13.11981322,3.86,"LINESTRING (-87.95775141432816 42.54458416856073, -88.00180176303179 42.55358639478695)"
500,418,922,1,6843.03,4.25,1,2000,86.07583309,55.0,0,1,,0.15,4,1,1202.372038,13.11981322,4.77,"LINESTRING (-87.95775141432816 42.54458416856073, -87.87560346674573 42.55358639478695)"
501,418,923,1,16720.25,10.39,1,5000,111.716561,70.0,0,2,,0.15,4,1,1517.0,13.11981322,8.98,"LINESTRING (-87.95775141432816 42.54458416856073, -87.94465536471357 42.6976220144064)"
502,419,418,1,8860.09,5.51,1,5000,100.8738583,65.0,0,2,,0.15,4,1,1794.27,13.11981322,5.27,"LINESTRING (-87.9660852640829 42.463564132524795, -87.95775141432816 42.54458416856073)"
503,419,420,1,7745.69,4.81,1,5000,103.9690446,65.0,0,2,,0.15,4,1,4493.735662,13.11981322,4.47,"LINESTRING (-87.9660852640829 42.463564132524795, -87.95179866450334 42.39334676796032)"
504,419,739,1,5491.08,3.41,1,1500,64.98322568,40.0,0,1,,0.15,4,1,330.31,13.11981322,5.07,"LINESTRING (-87.9660852640829 42.463564132524795, -88.02442221236608 42.48787014333558)"
505,419,743,1,2618.94,1.63,1,1500,109.12238,70.0,0,1,,0.15,4,1,256.0913195,13.11981322,1.44,"LINESTRING (-87.9660852640829 42.463564132524795, -87.93513096499387 42.46896546826053)"
506,420,419,1,7745.69,4.81,1,5000,103.9690446,65.0,0,2,,0.15,4,1,2129.29,13.11981322,4.47,"LINESTRING (-87.95179866450334 42.39334676796032, -87.9660852640829 42.463564132524795)"
507,420,421,1,4780.16,2.97,1,5000,87.17620687,55.0,0,2,,0.15,4,1,4941.213066,13.11981322,3.29,"LINESTRING (-87.95179866450334 42.39334676796032, -87.93274986506394 42.35193652731972)"
508,420,751,1,4024.11,2.5,1,3000,93.94807004,60.0,0,1,,0.15,4,1,1217.98,13.11981322,2.57,"LINESTRING (-87.95179866450334 42.39334676796032, -87.90417666590484 42.40144877156391)"
509,420,752,1,1459.09,0.91,1,3000,52.11033821,30.0,0,1,,0.15,4,1,1508.472596,13.11981322,1.68,"LINESTRING (-87.95179866450334 42.39334676796032, -87.96370416415297 42.40324921680915)"
510,421,420,1,4780.16,2.97,1,5000,87.17620687,55.0,0,2,,0.15,4,1,2247.81,13.11981322,3.29,"LINESTRING (-87.93274986506394 42.35193652731972, -87.95179866450334 42.39334676796032)"
511,421,422,1,5232.37,3.25,1,5000,88.93549225,55.0,0,2,,0.15,4,1,5482.391226,13.11981322,3.53,"LINESTRING (-87.93274986506394 42.35193652731972, -87.90774831579972 42.30782561881127)"
512,421,753,1,2371.88,1.47,1,2000,151.3962875,95.0,0,1,,0.15,4,1,2251.998521,13.11981322,0.94,"LINESTRING (-87.93274986506394 42.35193652731972, -87.90655776583476 42.36093875354594)"
513,421,754,1,2952.64,1.84,1,2000,61.94357455,40.0,0,1,,0.15,4,1,1025.13,13.11981322,2.86,"LINESTRING (-87.93274986506394 42.35193652731972, -87.9660852640829 42.36183897616856)"
514,422,421,1,5232.37,3.25,1,5000,88.93549225,55.0,0,2,,0.15,4,1,2251.275931,13.11981322,3.53,"LINESTRING (-87.90774831579972 42.30782561881127, -87.93274986506394 42.35193652731972)"
515,422,423,1,4519.12,2.81,1,5000,87.18555337,55.0,0,2,,0.15,4,1,6577.998011,13.11981322,3.11,"LINESTRING (-87.90774831579972 42.30782561881127, -87.91012941572966 42.26641537817068)"
516,422,762,1,981.49,0.61,1,1000,67.68896552,40.0,0,1,,0.15,4,1,1339.007525,13.11981322,0.87,"LINESTRING (-87.90774831579972 42.30782561881127, -87.90774831579972 42.31682784503749)"
517,422,766,1,4908.43,3.05,1,1000,81.58057878,50.0,0,1,,0.15,4,1,1071.184125,13.11981322,3.61,"LINESTRING (-87.90774831579972 42.30782561881127, -87.84941136751655 42.31682784503749)"
518,423,422,1,4519.12,2.81,1,5000,87.18555337,55.0,0,2,,0.15,4,1,3045.153456,13.11981322,3.11,"LINESTRING (-87.91012941572966 42.26641537817068, -87.90774831579972 42.30782561881127)"
519,423,424,1,4986.32,3.1,1,5000,87.22431219,55.0,0,2,,0.15,4,1,6291.60789,13.11981322,3.43,"LINESTRING (-87.91012941572966 42.26641537817068, -87.89941446604499 42.2214042470396)"
520,423,764,1,1119.08,0.7,1,1000,111.907559,70.0,0,1,,0.15,4,1,1979.829333,13.11981322,0.6,"LINESTRING (-87.91012941572966 42.26641537817068, -87.90655776583476 42.27631782701952)"
521,423,767,1,5625.4,3.5,1,1000,82.72649838,50.0,0,1,,0.15,4,1,843.89,13.11981322,4.08,"LINESTRING (-87.91012941572966 42.26641537817068, -87.84226806772678 42.27181671390641)"
522,424,423,1,4986.32,3.1,1,5000,87.22431219,55.0,0,2,,0.15,4,1,3034.043456,13.11981322,3.43,"LINESTRING (-87.89941446604499 42.2214042470396, -87.91012941572966 42.26641537817068)"
523,424,425,1,4935.83,3.07,1,5000,89.4712887,55.0,0,2,,0.15,4,1,6449.028678,13.11981322,3.31,"LINESTRING (-87.89941446604499 42.2214042470396, -87.88155621657054 42.17819356115377)"
524,424,773,1,1097.34,0.68,1,1000,50.64636924,30.0,0,1,,0.15,4,1,1069.51984,13.11981322,1.3,"LINESTRING (-87.89941446604499 42.2214042470396, -87.9053672158698 42.230406473265816)"
525,424,777,1,5357.89,3.33,1,1000,86.41757339,55.0,0,1,,0.15,4,1,1097.65,13.11981322,3.72,"LINESTRING (-87.89941446604499 42.2214042470396, -87.83512476793699 42.22860602802058)"
526,425,424,1,4935.83,3.07,1,5000,89.4712887,55.0,0,2,,0.15,4,1,3146.053456,13.11981322,3.31,"LINESTRING (-87.88155621657054 42.17819356115377, -87.89941446604499 42.2214042470396)"
527,425,426,1,2471.33,1.54,1,5000,86.71324421,55.0,0,2,,0.15,4,1,7059.698678,13.11981322,1.71,"LINESTRING (-87.88155621657054 42.17819356115377, -87.87798456667565 42.15568799558823)"
528,425,775,1,2373.9,1.48,1,2000,54.36417962,35.0,0,1,,0.15,4,1,1753.85016,13.11981322,2.62,"LINESTRING (-87.88155621657054 42.17819356115377, -87.90655776583476 42.18899623262523)"
529,425,779,1,2793.37,1.74,1,2000,113.2446815,70.0,0,1,,0.15,4,1,2679.62222,13.11981322,1.48,"LINESTRING (-87.88155621657054 42.17819356115377, -87.84941136751655 42.18629556475736)"
530,426,425,1,2471.33,1.54,1,5000,86.71324421,55.0,0,2,,0.15,4,1,4361.623456,13.11981322,1.71,"LINESTRING (-87.87798456667565 42.15568799558823, -87.88155621657054 42.17819356115377)"
531,426,427,1,1536.27,0.95,1,3500,83.04179459,50.0,0,2,,0.15,4,1,4322.81,13.11981322,1.11,"LINESTRING (-87.87798456667565 42.15568799558823, -87.86131686716618 42.14938643722988)"
532,426,441,1,7083.75,4.4,1,5000,88.17947576,55.0,0,2,,0.15,4,1,4913.954939,13.11981322,4.82,"LINESTRING (-87.87798456667565 42.15568799558823, -87.87203181685084 42.09087196675948)"
533,427,426,1,1536.27,0.95,1,3500,83.04179459,50.0,0,2,,0.15,4,1,4045.322544,13.11981322,1.11,"LINESTRING (-87.86131686716618 42.14938643722988, -87.87798456667565 42.15568799558823)"
534,427,428,1,5216.68,3.24,1,3500,89.4288636,55.0,0,2,,0.15,4,1,3630.744554,13.11981322,3.5,"LINESTRING (-87.86131686716618 42.14938643722988, -87.79821771902314 42.14578554673939)"
535,427,594,1,1198.06,0.74,1,7000,50.26831049,30.0,0,1,,0.15,4,1,4743.858155,13.11981322,1.43,"LINESTRING (-87.86131686716618 42.14938643722988, -87.84941136751655 42.14308487887153)"
536,427,779,1,4142.08,2.57,1,7000,93.78296333,60.0,0,1,,0.15,4,1,1790.91778,13.11981322,2.65,"LINESTRING (-87.86131686716618 42.14938643722988, -87.84941136751655 42.18629556475736)"
537,428,427,1,5216.68,3.24,1,3500,89.4288636,55.0,0,2,,0.15,4,1,2618.628991,13.11981322,3.5,"LINESTRING (-87.79821771902314 42.14578554673939, -87.86131686716618 42.14938643722988)"
538,428,429,1,1097.34,0.68,1,3500,84.41061538,50.0,0,2,,0.15,4,1,1949.88,13.11981322,0.78,"LINESTRING (-87.79821771902314 42.14578554673939, -87.80417046884796 42.154787772965605)"
539,428,431,1,1536.27,0.95,1,5000,88.63114615,55.0,0,2,,0.15,4,1,5854.574554,13.11981322,1.04,"LINESTRING (-87.79821771902314 42.14578554673939, -87.78988386926841 42.13318243002269)"
540,429,428,1,1097.34,0.68,1,3500,84.41061538,50.0,0,2,,0.15,4,1,3514.622709,13.11981322,0.78,"LINESTRING (-87.80417046884796 42.154787772965605, -87.79821771902314 42.14578554673939)"
541,429,430,1,966.66,0.6,1,3500,92.06238286,55.0,0,2,,0.15,4,1,0.0,13.11981322,0.63,"LINESTRING (-87.80417046884796 42.154787772965605, -87.80893266870781 42.1628897765692)"
542,429,593,1,1609.76,1.0,1,6500,40.41229029,25.0,0,1,,0.15,4,1,1678.167291,13.11981322,2.39,"LINESTRING (-87.80417046884796 42.154787772965605, -87.79226496919833 42.14308487887153)"
543,429,778,1,3856.64,2.4,1,6500,83.53742123,50.0,0,1,,0.15,4,1,2493.04,13.11981322,2.77,"LINESTRING (-87.80417046884796 42.154787772965605, -87.79226496919833 42.18899623262523)"
544,430,429,1,966.66,0.6,1,3500,92.06238286,55.0,0,2,,0.15,4,1,0.0,13.11981322,0.63,"LINESTRING (-87.80893266870781 42.1628897765692, -87.80417046884796 42.154787772965605)"
545,431,428,1,1536.27,0.95,1,5000,88.63114615,55.0,0,2,,0.15,4,1,3277.716282,13.11981322,1.04,"LINESTRING (-87.78988386926841 42.13318243002269, -87.79821771902314 42.14578554673939)"
546,431,432,1,5182.41,3.22,1,5000,88.33656835,55.0,0,2,,0.15,4,1,6678.074554,13.11981322,3.52,"LINESTRING (-87.78988386926841 42.13318243002269, -87.76369177003923 42.08997174413686)"
547,431,593,1,1097.34,0.68,1,4000,51.84274016,30.0,0,1,,0.15,4,1,2696.5,13.11981322,1.27,"LINESTRING (-87.78988386926841 42.13318243002269, -87.79226496919833 42.14308487887153)"
548,431,597,1,3907.52,2.43,1,4000,80.56744041,50.0,0,1,,0.15,4,1,524.98,13.11981322,2.91,"LINESTRING (-87.78988386926841 42.13318243002269, -87.74345242063487 42.14038421100366)"
549,432,431,1,5182.41,3.22,1,5000,88.33656835,55.0,0,2,,0.15,4,1,5222.946282,13.11981322,3.52,"LINESTRING (-87.76369177003923 42.08997174413686, -87.78988386926841 42.13318243002269)"
550,432,433,1,3829.07,2.38,1,5000,87.68853482,55.0,0,2,,0.15,4,1,6303.318452,13.11981322,2.62,"LINESTRING (-87.76369177003923 42.08997174413686, -87.76250122007427 42.05486306185462)"
551,432,595,1,2680.74,1.67,1,4500,50.90010398,30.0,0,1,,0.15,4,1,1652.955472,13.11981322,3.16,"LINESTRING (-87.76369177003923 42.08997174413686, -87.7934555191633 42.099874192985695)"
552,432,599,1,2515.75,1.56,1,4500,113.4925692,70.0,0,1,,0.15,4,1,3869.337856,13.11981322,1.33,"LINESTRING (-87.76369177003923 42.08997174413686, -87.73511857088012 42.09807374774045)"
553,433,432,1,3829.07,2.38,1,5000,87.68853482,55.0,0,2,,0.15,4,1,5135.795472,13.11981322,2.62,"LINESTRING (-87.76250122007427 42.05486306185462, -87.76369177003923 42.08997174413686)"
554,433,434,1,3237.44,2.01,1,5000,82.65795881,50.0,0,2,,0.15,4,1,6105.057714,13.11981322,2.35,"LINESTRING (-87.76250122007427 42.05486306185462, -87.77202561979396 42.02605593793073)"
555,433,616,1,4504.17,2.8,1,9500,79.48535718,50.0,0,1,,0.15,4,1,4409.223906,13.11981322,3.4,"LINESTRING (-87.76250122007427 42.05486306185462, -87.70892647165094 42.062965065458215)"
556,433,617,1,1229.81,0.76,1,9500,49.1922788,30.0,0,1,,0.15,4,1,1550.932043,13.11981322,1.5,"LINESTRING (-87.76250122007427 42.05486306185462, -87.76964451986404 42.06476551070345)"
557,434,433,1,3237.44,2.01,1,5000,82.65795881,50.0,0,2,,0.15,4,1,5029.036563,13.11981322,2.35,"LINESTRING (-87.77202561979396 42.02605593793073, -87.76250122007427 42.05486306185462)"
558,434,435,1,4192.93,2.61,1,5000,81.94642241,50.0,0,2,,0.15,4,1,5500.356611,13.11981322,3.07,"LINESTRING (-87.77202561979396 42.02605593793073, -87.75416737031952 41.99004703302587)"
559,434,618,1,5100.92,3.17,1,9000,74.2851868,45.0,0,1,,0.15,4,1,1875.246094,13.11981322,4.12,"LINESTRING (-87.77202561979396 42.02605593793073, -87.71130757158086 42.03505816415694)"
560,434,619,1,1024.71,0.64,1,9000,94.58840676,60.0,0,1,,0.15,4,1,7479.227821,13.11981322,0.65,"LINESTRING (-87.77202561979396 42.02605593793073, -87.76845396989908 42.03505816415694)"
561,435,434,1,4192.93,2.61,1,5000,81.94642241,50.0,0,2,,0.15,4,1,5171.576563,13.11981322,3.07,"LINESTRING (-87.75416737031952 41.99004703302587, -87.77202561979396 42.02605593793073)"
562,435,436,1,2873.27,1.79,1,5000,89.78974219,55.0,0,2,,0.15,4,1,6595.796611,13.11981322,1.92,"LINESTRING (-87.75416737031952 41.99004703302587, -87.74940517045968 41.96394057696984)"
563,435,552,1,2107.36,1.31,1,4500,142.0689148,90.0,0,1,,0.15,4,1,5967.093847,13.11981322,0.89,"LINESTRING (-87.75416737031952 41.99004703302587, -87.73154692098524 41.99904925925208)"
564,435,554,1,2832.76,1.76,1,4500,43.24820046,25.0,0,1,,0.15,4,1,3624.346459,13.11981322,3.93,"LINESTRING (-87.75416737031952 41.99004703302587, -87.78750276933849 41.99634859138422)"
565,436,435,1,2873.27,1.79,1,5000,89.78974219,55.0,0,2,,0.15,4,1,6625.287909,13.11981322,1.92,"LINESTRING (-87.74940517045968 41.96394057696984, -87.75416737031952 41.99004703302587)"
